atributo,pos_teste,cluster_a,cluster_b,estatistica,p_bruto,p_ajustado,significativo,dif_mediana_a_minus_b,n_a,n_b
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,3_1,-1.5235045618992211,0.12763252025634303,0.39450051715596934,False,-2.0,28,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,3_3,-2.009071076650599,0.04452959649886956,0.2329240432248562,False,-2.0,28,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,3_4,-0.5802636877405661,0.5617368109612244,0.7635412303653654,False,-3.0,28,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,4_0,-0.9196296654472544,0.3577663188871122,0.6487495915819634,False,-2.0,28,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,4_1,0.2392670095516233,0.8108985450910985,0.8885562550944911,False,6.0,28,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,4_2,0.5086951405541499,0.6109659291140804,0.7844139552107467,False,-1.0,28,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_1,4_3,-0.5678801374505291,0.5701163598858692,0.7635412303653654,False,-1.0,28,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,2_4,0.2988021561414688,0.7650910056961344,0.8740842499216407,False,-1.0,16,52
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,3_0,-1.9769725746887008,0.04804473030547478,0.24200308598313222,False,-9.0,16,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,3_1,-2.3962083174151707,0.016565672400843306,0.14455935645765633,False,-9.0,16,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,3_3,-2.758243778570089,0.005811284231094328,0.07184860503898441,False,-9.0,16,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,3_4,-1.125000585365332,0.26058878622321313,0.5852292418010856,False,-10.0,16,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,4_0,-1.9155039704318042,0.055428263281589715,0.25993944159642074,False,-9.0,16,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,4_1,-0.7297536829387178,0.4655407606284856,0.6954482184005275,False,-1.0,16,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,4_2,-0.5670787277631115,0.5706606946660102,0.7635412303653654,False,-8.0,16,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_3,4_3,-1.495750486026542,0.13471868865501269,0.40714981460181615,False,-8.0,16,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,3_0,-2.5906080171141563,0.009580654944952211,0.10022839019334621,False,-8.0,52,11
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,3_1,-4.313195391669757,1.609117881531461e-05,0.0010942001594413935,True,-8.0,52,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,3_3,-4.391111898535089,1.1277248189150323e-05,0.0010942001594413935,True,-8.0,52,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,3_4,-1.376667673201641,0.16861501766308773,0.46799270208530475,False,-9.0,52,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,4_0,-3.527892404648053,0.00041888238472197284,0.01139360086443766,True,-8.0,52,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,4_1,-1.242341458026904,0.21411060520301706,0.5294371328656422,False,0.0,52,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,4_2,-1.1058203457911435,0.2688042868998938,0.5852292418010856,False,-7.0,52,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),2_4,4_3,-2.3495166679210038,0.018797802467671324,0.1503824197413706,False,-7.0,52,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,3_1,0.4198257086949862,0.6746127825719521,0.8340667129980499,False,0.0,11,109
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,3_3,-0.07171717204835777,0.9428269900336205,0.9568990346609879,False,0.0,11,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,3_4,0.2490874633264972,0.8032931267133054,0.8881940262846304,False,-1.0,11,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,4_0,0.8184093938212159,0.41312345957503527,0.6624073949924832,False,0.0,11,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,4_1,1.3902406073540172,0.16445582635816514,0.46595817468146783,False,8.0,11,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,4_2,1.6518626045715963,0.09856256285480945,0.3829859585215453,False,1.0,11,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_0,4_3,0.8454913789556529,0.3978365440512357,0.6624073949924832,False,1.0,11,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_1,3_3,-0.8987693291765488,0.3687755400688456,0.6546830773255148,False,0.0,109,47
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_1,3_4,0.024788950754149178,0.9802233043726389,0.9812559272191482,False,-1.0,109,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_1,4_0,0.922647202403589,0.35619108855547,0.6487495915819634,False,0.0,109,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_1,4_1,1.5844276737349945,0.11309642848331057,0.39450051715596934,False,8.0,109,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_1,4_2,2.1136983868262766,0.03454103638506011,0.21352640674400797,False,1.0,109,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_1,4_3,0.7890124744923176,0.4301047156168212,0.6624073949924832,False,1.0,109,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_3,3_4,0.32535149808116653,0.7449150592038168,0.8730030929911383,False,-1.0,47,4
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_3,4_0,1.6112519820532956,0.10712481203063506,0.39450051715596934,False,0.0,47,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_3,4_1,2.025811129421541,0.042784142996465,0.23274573790076958,False,8.0,47,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_3,4_2,2.5291737475609577,0.011433141315996752,0.11106480135539702,False,1.0,47,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_3,4_3,1.3518579409962437,0.1764207644809913,0.47045537194931014,False,1.0,47,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_4,4_0,0.22402401120056448,0.8227386197789868,0.8885562550944911,False,1.0,4,103
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_4,4_1,0.6930881850992696,0.48825421174820494,0.7023270327588388,False,9.0,4,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_4,4_2,0.8354494342927347,0.4034647061921386,0.6624073949924832,False,2.0,4,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),3_4,4_3,0.2930290797461239,0.7694999243800734,0.8740842499216407,False,2.0,4,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),4_0,4_1,1.069828015040646,0.2846967296825774,0.585709356658304,False,8.0,103,19
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),4_0,4_2,1.5242673194273986,0.12744194737651818,0.39450051715596934,False,1.0,103,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),4_0,4_3,0.19808037081253874,0.8429821823707665,0.8957323464874104,False,1.0,103,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),4_1,4_2,0.22340381381639443,0.8232212363375433,0.8885562550944911,False,-7.0,19,26
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),4_1,4_3,-0.749008928170203,0.45385182420092207,0.68582053434806,False,-7.0,19,27
"Serum sex hormone-binding globulin, SHBG (nmol/L)",Dunn + FDR(pares),4_2,4_3,-1.0616715703073254,0.2883848100355624,0.585709356658304,False,0.0,26,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,0_1,0.09371177836162191,0.925338113675305,0.9831717457800117,False,0.0,25,89
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,0_3,-0.750856554766956,0.45273898908052224,0.8320608447966356,False,-1.0,25,20
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,1_1,-0.033955336224433585,0.9729127666743337,0.9874338527440998,False,2.0,25,69
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,1_3,-0.46191169989898545,0.6441446434285253,0.8934460003582951,False,0.0,25,125
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,1_4,1.9951667572965914,0.046024695370378246,0.21765873342714348,False,6.0,25,36
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,2_1,-1.271472358415008,0.20356065500860532,0.5767551891910484,False,-1.0,25,28
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,2_3,-0.9956515348945344,0.31941948581314206,0.7124521782985416,False,1.0,25,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,2_4,-1.490989266666619,0.13596431291636926,0.4300266641075865,False,-8.0,25,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,3_0,-0.5490292652369227,0.5829853662881176,0.8783965452295601,False,-2.0,25,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,3_1,-1.055715109493731,0.29109839198166654,0.7069532376697616,False,-2.0,25,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,3_3,-1.2927780661981108,0.19608782854956197,0.5767551891910484,False,-2.0,25,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,3_4,-0.9846533482120385,0.3247943754008057,0.7124521782985416,False,-4.0,25,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,4_0,-0.81001049514784,0.41793414381072524,0.820476383831025,False,1.0,25,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,4_1,-0.6242373395490383,0.5324717281493065,0.8783965452295601,False,2.0,25,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,4_2,1.707175757460833,0.08778938952032231,0.3226853236422658,False,5.5,25,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_0,4_3,-1.6108016610320384,0.10722295896244029,0.36455806047229694,False,-3.0,25,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,0_3,-0.9959992106932117,0.3192505286866538,0.7124521782985416,False,-1.0,89,20
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,1_1,-0.1816590669079044,0.8558502912682404,0.9701299669458541,False,2.0,89,69
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,1_3,-0.882604918721345,0.37744977006726654,0.8148122020499722,False,0.0,89,125
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,1_4,2.522355632505723,0.011657178885803893,0.08403138198549596,False,6.0,89,36
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,2_1,-1.71254002173862,0.08679719570715931,0.3226853236422658,False,-1.0,89,28
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,2_3,-1.2520124111411963,0.2105653415604375,0.5844262541269285,False,1.0,89,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,2_4,-2.200434111770215,0.027776109854334458,0.16424134522562983,False,-8.0,89,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,3_0,-0.6879139795511466,0.49150695266997313,0.8589605936387326,False,-2.0,89,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,3_1,-1.787146481446882,0.0739138165906684,0.2872079730380258,False,-2.0,89,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,3_3,-1.892425362969458,0.05843432938243762,0.2417274452698059,False,-2.0,89,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,3_4,-1.0789485469243878,0.28061066545176594,0.7021660108718903,False,-4.0,89,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,4_0,-1.3944417643006806,0.16318424371598028,0.4931790476749626,False,1.0,89,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,4_1,-0.83571198676038,0.4033169502277788,0.8186732124026554,False,2.0,89,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,4_2,2.049908570934828,0.040373353664866676,0.20336207771932846,False,5.5,89,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_1,4_3,-2.1314293457681273,0.03305378741505921,0.18730479535200217,False,-3.0,89,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,1_1,0.855786240886983,0.39211602718015015,0.8186732124026554,False,3.0,20,69
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,1_3,0.5151194161796658,0.6064695756415344,0.8783965452295601,False,1.0,20,125
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,1_4,2.6701956354966545,0.007580706414417739,0.06443600452255079,False,7.0,20,36
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,2_1,-0.42560463771214746,0.6703959603346845,0.8934460003582951,False,0.0,20,28
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,2_3,-0.27878418207567685,0.780410454262852,0.9149639808598955,False,2.0,20,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,2_4,-0.5230009109454992,0.600973619324666,0.8783965452295601,False,-7.0,20,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,3_0,0.07089030725374725,0.9434850576589112,0.9874338527440998,False,-1.0,20,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,3_1,-0.03638459538990005,0.9709756971448751,0.9874338527440998,False,-1.0,20,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,3_3,-0.3549325169940605,0.722640147348621,0.8934460003582951,False,-1.0,20,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,3_4,-0.5568423012574192,0.5776351792823338,0.8783965452295601,False,-3.0,20,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,4_0,0.18277368628606808,0.8549755960933585,0.9701299669458541,False,2.0,20,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,4_1,0.11008686355283712,0.9123404861988923,0.9831717457800117,False,3.0,20,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,4_2,2.3651478856767407,0.018022872516445965,0.11671955534460243,False,6.5,20,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),0_3,4_3,-0.7519135605511769,0.45210304264888723,0.8320608447966356,False,-2.0,20,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,1_3,-0.6219225365722213,0.5339928053718211,0.8783965452295601,False,-2.0,69,125
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,1_4,2.564964066106457,0.01031864907363375,0.08254919258907,False,4.0,69,36
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,2_1,-1.5260227968717237,0.12700418719030168,0.4112516537590721,False,-3.0,69,28
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,2_3,-1.1202336595024782,0.26261420385240475,0.6852126413608919,False,-1.0,69,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,2_4,-1.9328133864953423,0.053259190671194806,0.23365322358975787,False,-10.0,69,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,3_0,-0.5874511519842517,0.5569007481710004,0.8783965452295601,False,-4.0,69,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,3_1,-1.4702278000759315,0.14150006782336513,0.4373638459994922,False,-4.0,69,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,3_3,-1.6501496336307564,0.09891233530123832,0.35400204213074765,False,-4.0,69,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,3_4,-1.015627490256227,0.30980680890146484,0.7124521782985416,False,-6.0,69,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,4_0,-1.1099248829431692,0.2670313970009358,0.6852126413608919,False,-1.0,69,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,4_1,-0.7027187529118404,0.48223103857238125,0.8589605936387326,False,0.0,69,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,4_2,2.1124953785245775,0.0346439819399636,0.18846326175340194,False,3.5,69,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_1,4_3,-1.9346123849012782,0.053037879084642886,0.23365322358975787,False,-5.0,69,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,1_4,3.2811225002385744,0.0010339482750637802,0.013600118797662908,True,6.0,125,36
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,2_1,-1.189314709679284,0.2343158490720767,0.6248422641922046,False,-1.0,125,28
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,2_3,-0.819394334674005,0.4125614661818954,0.820476383831025,False,1.0,125,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,2_4,-1.5856976108070424,0.11280792141447395,0.3741921295699624,False,-8.0,125,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,3_0,-0.309847536720671,0.756676900209319,0.89770523152958,False,-2.0,125,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,3_1,-1.0141717380360757,0.310500811755136,0.7124521782985416,False,-2.0,125,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,3_3,-1.2788471169255826,0.2009508981872733,0.5767551891910484,False,-2.0,125,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,3_4,-0.8446958370939843,0.3982806843524044,0.8186732124026554,False,-4.0,125,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,4_0,-0.5966277840091897,0.5507559170634253,0.8783965452295601,False,1.0,125,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,4_1,-0.3605890550795106,0.7184066724104443,0.8934460003582951,False,2.0,125,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,4_2,2.6879991018476797,0.0071881589998996865,0.06443600452255079,False,5.5,125,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_3,4_3,-1.6298564810891865,0.10313183320154834,0.3596392132156558,False,-3.0,125,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,2_1,-3.449872904421899,0.0005608505334253167,0.010896524649406153,True,-7.0,36,28
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,2_3,-2.789661753347287,0.00527631328126275,0.05125561473226672,False,-5.0,36,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,2_4,-4.069342422879941,4.714601347272106e-05,0.005119856622278896,True,-14.0,36,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,3_0,-2.084328758903073,0.03713027311643971,0.1942198901475308,False,-8.0,36,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,3_1,-3.919969330832249,8.856023792037941e-05,0.005119856622278896,True,-8.0,36,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,3_3,-3.7901043383561523,0.00015058401830232045,0.005119856622278896,True,-8.0,36,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,3_4,-1.9916222152316991,0.04641252403961148,0.21765873342714348,False,-10.0,36,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,4_0,-3.6155407014951186,0.00029972137673243434,0.008152421447122214,True,-5.0,36,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,4_1,-2.501766029146397,0.012357556174337642,0.08403138198549596,False,-4.0,36,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,4_2,-0.16019054475108585,0.8727309774082357,0.9701299669458541,False,-0.5,36,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),1_4,4_3,-3.79638307994614,0.00014682256057120473,0.005119856622278896,True,-9.0,36,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,2_3,0.09922800494156604,0.9209572398532732,0.9831717457800117,False,2.0,28,16
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,2_4,-0.05548704439433095,0.9557504511250832,0.9874338527440998,False,-7.0,28,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,3_0,0.42495004558669286,0.670873091081903,0.8934460003582951,False,-1.0,28,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,3_1,0.5463436621776311,0.584829728460221,0.8783965452295601,False,-1.0,28,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,3_3,0.12501921998091267,0.9005083343724781,0.9831717457800117,False,-1.0,28,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,3_4,-0.33748030388508465,0.7357548573974244,0.89770523152958,False,-3.0,28,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,4_0,0.794201975581701,0.42707785860183833,0.820476383831025,False,2.0,28,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,4_1,0.5378720636991454,0.590665376273296,0.8783965452295601,False,3.0,28,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,4_2,3.0403919842890845,0.0023627042414896336,0.026777314736882513,True,6.5,28,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_1,4_3,-0.3604624341997797,0.7185013442568355,0.8934460003582951,False,-2.0,28,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,2_4,-0.15426986714556723,0.8773969553995592,0.9701299669458541,False,-9.0,16,52
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,3_0,0.30667733566663335,0.7590889825433949,0.89770523152958,False,-3.0,16,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,3_1,0.316211112097796,0.7518422739252444,0.89770523152958,False,-3.0,16,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,3_3,-0.004324459514039645,0.9965495912742542,0.9965495912742542,False,-3.0,16,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,3_4,-0.37832129286572536,0.7051919294355884,0.8934460003582951,False,-5.0,16,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,4_0,0.5141787490850713,0.6071270239086666,0.8783965452295601,False,0.0,16,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,4_1,0.3795187169901654,0.704302707921424,0.8934460003582951,False,1.0,16,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,4_2,2.5081816192594406,0.012135427456011197,0.08403138198549596,False,4.5,16,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_3,4_3,-0.40673487771101646,0.6842027211724745,0.8934460003582951,False,-4.0,16,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,3_0,0.49483151307783374,0.6207190577511068,0.8818817212302972,False,6.0,52,11
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,3_1,0.7639805618354569,0.44487882638593823,0.8320608447966356,False,6.0,52,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,3_3,0.21291347415515768,0.8313944524851524,0.9664072268203481,False,6.0,52,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,3_4,-0.3225913770452456,0.7470047250049519,0.89770523152958,False,4.0,52,4
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,4_0,1.0714565542360421,0.28396419557319097,0.7021660108718903,False,9.0,52,103
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,4_1,0.6448959620292026,0.5189946086710147,0.8783965452295601,False,10.0,52,19
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,4_2,3.5016302729220334,0.0004624208398984774,0.01048153903769882,True,13.5,52,26
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),2_4,4_3,-0.35504312375610136,0.722557284924037,0.8934460003582951,False,5.0,52,27
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),3_0,3_1,-0.11209249278013016,0.91075006980624,0.9831717457800117,False,0.0,11,109
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),3_0,3_3,-0.36236031337162405,0.7170827924970335,0.8934460003582951,False,0.0,11,47
"Serum anti-Müllerian hormone, AMH (pmol/L)",Dunn + FDR(pares),3_0,3_4,-0.5679404721438038,0.5700753892802726,0.8783965452295601,False,-2.0,11,4
